HotelName,Rating,Website,Phone,Details,Address,ZipCode,City
Chandler Inn,2,http://www.tripadvisor.com/Hotel_Review-g60745-d89568-Reviews-Chandler_Inn-Boston_Massachusetts.html,,,26 Chandler Street,2116,Boston
Boston Marriott Copley Place,3.5,http://www.tripadvisor.com/Hotel_Review-g60745-d111416-Reviews-Boston_Marriott_Copley_Place-Boston_Massachusetts.html,,,110 Huntington Ave,2116,Boston
Renaissance Boston Waterfront Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g60745-d678412-Reviews-Renaissance_Boston_Waterfront_Hotel-Boston_Massachusetts.html,,,606 Congress Street,2210,Boston
Eliot Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60745-d111423-Reviews-Eliot_Hotel-Boston_Massachusetts.html,,,370 Commonwealth Ave.,2215,Boston
Club Quarters Boston,3.5,http://www.tripadvisor.com/Hotel_Review-g60745-d94399-Reviews-Club_Quarters_Boston-Boston_Massachusetts.html,,,161 Devonshire Street,2110,Boston
Omni Parker House,4,http://www.tripadvisor.com/Hotel_Review-g60745-d89599-Reviews-Omni_Parker_House-Boston_Massachusetts.html,,,60 School Street,2108,Boston
Charlesmark Hotel,3,http://www.tripadvisor.com/Hotel_Review-g60745-d225873-Reviews-Charlesmark_Hotel-Boston_Massachusetts.html,,,655 Boylston St,2116,Boston
Harborside Inn,3.5,http://www.tripadvisor.com/Hotel_Review-g60745-d94367-Reviews-Harborside_Inn-Boston_Massachusetts.html,,,185 State St.,2109,Boston
The Liberty Hotel,4.5,http://www.tripadvisor.com/Hotel_Review-g60745-d647006-Reviews-The_Liberty_Hotel-Boston_Massachusetts.html,,,215 Charles Street,2114,Boston
Boston Marriott Long Wharf,3.5,http://www.tripadvisor.com/Hotel_Review-g60745-d111417-Reviews-Boston_Marriott_Long_Wharf-Boston_Massachusetts.html,,,296 State Street,2109,Boston
"The Fairmont Copley Plaza, Boston",4.5,http://www.tripadvisor.com/Hotel_Review-g60745-d111444-Reviews-The_Fairmont_Copley_Plaza_Boston-Boston_Massachusetts.html,,,138 St James Ave,2116,Boston
Millennium Bostonian Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60745-d114150-Reviews-Millennium_Bostonian_Hotel-Boston_Massachusetts.html,,,26 North Street,02109-1509,Boston
Revere Hotel Boston Common,4,http://www.tripadvisor.com/Hotel_Review-g60745-d89600-Reviews-Revere_Hotel_Boston_Common-Boston_Massachusetts.html,,,200 Stuart St,2116,Boston
Residence Inn by Marriott Boston Harbor on Tudor Wharf,3,http://www.tripadvisor.com/Hotel_Review-g60745-d268207-Reviews-Residence_Inn_by_Marriott_Boston_Harbor_on_Tudor_Wharf-Boston_Massachusetts.html,,,34-44 Charles River Avenue,2129,Boston
Newbury Guest House,3,http://www.tripadvisor.com/Hotel_Review-g60745-d111434-Reviews-Newbury_Guest_House-Boston_Massachusetts.html,,,261 Newbury St.,2116,Boston
InterContinental Boston,4.5,http://www.tripadvisor.com/Hotel_Review-g60745-d620703-Reviews-InterContinental_Boston-Boston_Massachusetts.html,,,510 Atlantic Avenue,2210,Boston
Ritz-Carlton Boston Common,5,http://www.tripadvisor.com/Hotel_Review-g60745-d222955-Reviews-Ritz_Carlton_Boston_Common-Boston_Massachusetts.html,,,10 Avery Street,2111,Boston
Copley Square Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60745-d111421-Reviews-Copley_Square_Hotel-Boston_Massachusetts.html,,,47 Huntington Avenue,2116,Boston
The Westin Copley Place,4,http://www.tripadvisor.com/Hotel_Review-g60745-d89617-Reviews-The_Westin_Copley_Place-Boston_Massachusetts.html,,,10 Huntington Ave,2116,Boston
"The Langham, Boston",4.5,http://www.tripadvisor.com/Hotel_Review-g60745-d114149-Reviews-The_Langham_Boston-Boston_Massachusetts.html,,,250 Franklin St,2110,Boston
Fairmont Battery Wharf,4.5,http://www.tripadvisor.com/Hotel_Review-g60745-d1201116-Reviews-Fairmont_Battery_Wharf-Boston_Massachusetts.html,,,3 Battery Wharf,2109,Boston
The Back Bay Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60745-d321151-Reviews-The_Back_Bay_Hotel-Boston_Massachusetts.html,,,"350 Stuart St., Back Bay",2116,Boston
Courtyard by Marriott Boston Copley Square,3,http://www.tripadvisor.com/Hotel_Review-g60745-d313573-Reviews-Courtyard_by_Marriott_Boston_Copley_Square-Boston_Massachusetts.html,,,88 Exeter St,2116,Boston
Ames - A Morgans Original,4,http://www.tripadvisor.com/Hotel_Review-g60745-d1513541-Reviews-Ames_A_Morgans_Original-Boston_Massachusetts.html,,,1 Court Street,2108,Boston
enVision Hotel Boston,2.5,http://www.tripadvisor.com/Hotel_Review-g60745-d3225572-Reviews-EnVision_Hotel_Boston-Boston_Massachusetts.html,,,81 South Huntington Ave,2130,Boston
The Inn At St Botolph,3.5,http://www.tripadvisor.com/Hotel_Review-g60745-d1159285-Reviews-The_Inn_At_St_Botolph-Boston_Massachusetts.html,,,99 Saint Botolph Street,2116,Boston
Nine Zero Hotel - a Kimpton Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60745-d234752-Reviews-Nine_Zero_Hotel_a_Kimpton_Hotel-Boston_Massachusetts.html,,,90 Tremont St.,2108,Boston
Marriott's Custom House,3.5,http://www.tripadvisor.com/Hotel_Review-g60745-d94344-Reviews-Marriott_s_Custom_House-Boston_Massachusetts.html,,,3 McKinley Square,2109,Boston
Colonnade Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60745-d94371-Reviews-Colonnade_Hotel-Boston_Massachusetts.html,,,120 Huntington Avenue,2116,Boston
"Mandarin Oriental, Boston",5,http://www.tripadvisor.com/Hotel_Review-g60745-d1136705-Reviews-Mandarin_Oriental_Boston-Boston_Massachusetts.html,,,776 Boylston St,2199,Boston
Seaport Boston Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60745-d94330-Reviews-Seaport_Boston_Hotel-Boston_Massachusetts.html,,,1 Seaport Lane,2210,Boston
The Lenox Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60745-d114134-Reviews-The_Lenox_Hotel-Boston_Massachusetts.html,,,61 Exeter Street at Boylston,02116-2699,Boston
Boston Harbor Hotel,5,http://www.tripadvisor.com/Hotel_Review-g60745-d89575-Reviews-Boston_Harbor_Hotel-Boston_Massachusetts.html,,,70 Rowes Wharf,2110,Boston
XV Beacon,4.5,http://www.tripadvisor.com/Hotel_Review-g60745-d94337-Reviews-XV_Beacon-Boston_Massachusetts.html,,,15 Beacon St,2108,Boston
Four Seasons Hotel Boston,5,http://www.tripadvisor.com/Hotel_Review-g60745-d89585-Reviews-Four_Seasons_Hotel_Boston-Boston_Massachusetts.html,,,200 Boylston St,2116,Boston
Hotel Commonwealth,4,http://www.tripadvisor.com/Hotel_Review-g60745-d258705-Reviews-Hotel_Commonwealth-Boston_Massachusetts.html,,,500 Commonwealth Avenue,2215,Boston
BEST WESTERN Executive Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d239950-Reviews-BEST_WESTERN_Executive_Inn-Memphis_Tennessee.html,,,3105 Millbranch Road,38116-1917,Memphis
Four Points By Sheraton Memphis-Southwind,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d858538-Reviews-Four_Points_By_Sheraton_Memphis_Southwind-Memphis_Tennessee.html,,,4090 Stansell Court,38125,Memphis
Days Inn IH 40 & Sycamore View,2,http://www.tripadvisor.com/Hotel_Review-g55197-d105207-Reviews-Days_Inn_IH_40_Sycamore_View-Memphis_Tennessee.html,,,6055 Macon Cove,38134,Memphis
Baymont Inn & Suites Memphis East,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d223744-Reviews-Baymont_Inn_Suites_Memphis_East-Memphis_Tennessee.html,,,6020 Shelby Oaks Drive,38134-7405,Memphis
Memphis Marriott East,3,http://www.tripadvisor.com/Hotel_Review-g55197-d98045-Reviews-Memphis_Marriott_East-Memphis_Tennessee.html,,,5795 Poplar Ave.,38119,Memphis
Candlewood Suites Memphis,2,http://www.tripadvisor.com/Hotel_Review-g55197-d1138079-Reviews-Candlewood_Suites_Memphis-Memphis_Tennessee.html,,,7950 Centennial Drive,38125,Memphis
BEST WESTERN Travelers Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d73880-Reviews-BEST_WESTERN_Travelers_Inn-Memphis_Tennessee.html,,,5024 Highway 78,38118,Memphis
DoubleTree by Hilton Hotel Memphis,3,http://www.tripadvisor.com/Hotel_Review-g55197-d146517-Reviews-DoubleTree_by_Hilton_Hotel_Memphis-Memphis_Tennessee.html,,,5069 Sanderlin Avenue,38117,Memphis
Hampton Inn Memphis - Southwind,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d105177-Reviews-Hampton_Inn_Memphis_Southwind-Memphis_Tennessee.html,,,3579 Hacks Cross Road,38125,Memphis
Days Inn & Suites,2,http://www.tripadvisor.com/Hotel_Review-g55197-d105265-Reviews-Days_Inn_Suites-Memphis_Tennessee.html,,,3685 American Way,38118,Memphis
Fairfield Inn & Suites Memphis,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d105184-Reviews-Fairfield_Inn_Suites_Memphis-Memphis_Tennessee.html,,,6010 Macon Cove Road,38134,Memphis
Motel 6 Memphis - Graceland,2,http://www.tripadvisor.com/Hotel_Review-g55197-d98019-Reviews-Motel_6_Memphis_Graceland-Memphis_Tennessee.html,,,1581 Brooks Rd.,38116,Memphis
Hilton Memphis,3.5,http://www.tripadvisor.com/Hotel_Review-g55197-d295791-Reviews-Hilton_Memphis-Memphis_Tennessee.html,,,939 Ridge Lake Boulevard,38120,Memphis
Extended Stay America - Memphis - Mt. Moriah,2,http://www.tripadvisor.com/Hotel_Review-g55197-d105247-Reviews-Extended_Stay_America_Memphis_Mt_Moriah-Memphis_Tennessee.html,,,6520 Mt. Moriah Rd,38115,Memphis
Hampton Inn Memphis-Poplar,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d98036-Reviews-Hampton_Inn_Memphis_Poplar-Memphis_Tennessee.html,,,5320 Poplar Ave,38119,Memphis
Residence Inn Memphis East,3,http://www.tripadvisor.com/Hotel_Review-g55197-d98077-Reviews-Residence_Inn_Memphis_East-Memphis_Tennessee.html,,,6141 Old Poplar Pike,38119,Memphis
Econo Lodge,2,http://www.tripadvisor.com/Hotel_Review-g55197-d105194-Reviews-Econo_Lodge-Memphis_Tennessee.html,,,3419 American Way,38118,Memphis
Memphis Marriott,3.5,http://www.tripadvisor.com/Hotel_Review-g55197-d98058-Reviews-Memphis_Marriott-Memphis_Tennessee.html,,,2625 Thousand Oaks Boulevard,38118,Memphis
Holiday Inn Express - Medical Center Midtown,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d98034-Reviews-Holiday_Inn_Express_Medical_Center_Midtown-Memphis_Tennessee.html,,,1180 Union Avenue,38104,Memphis
Comfort Suites I-240 East-Airport,2,http://www.tripadvisor.com/Hotel_Review-g55197-d122584-Reviews-Comfort_Suites_I_240_East_Airport-Memphis_Tennessee.html,,,2575 Thousand Oaks Cove,38118,Memphis
Drury Inn & Suites Memphis Northeast,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d223758-Reviews-Drury_Inn_Suites_Memphis_Northeast-Memphis_Tennessee.html,,,1556 Sycamore View Rd,38134,Memphis
Courtyard by Marriott Memphis East/Lenox Corporate Park,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d105256-Reviews-Courtyard_by_Marriott_Memphis_East_Lenox_Corporate_Park-Memphis_Tennessee.html,,,3076 Kirby Parkway,38115,Memphis
Elvis Presley's Heartbreak Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g55197-d125626-Reviews-Elvis_Presley_s_Heartbreak_Hotel-Memphis_Tennessee.html,,,3677 Elvis Presley Blvd,38116,Memphis
Hampton Inn Memphis-Walnut Grove/Baptist Hospital East,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d105160-Reviews-Hampton_Inn_Memphis_Walnut_Grove_Baptist_Hospital_East-Memphis_Tennessee.html,,,33 Humphrey Center Drive,38120,Memphis
BEST WESTERN Suites,,http://www.tripadvisor.com/Hotel_Review-g55197-d73886-Reviews-BEST_WESTERN_Suites-Memphis_Tennessee.html,,,6045 Macon Cove,38134,Memphis
Americas Best Value Inn & Suites - Memphis / Graceland,,http://www.tripadvisor.com/Hotel_Review-g55197-d122499-Reviews-Americas_Best_Value_Inn_Suites_Memphis_Graceland-Memphis_Tennessee.html,,,1360 Springbrook Avenue,38116,Memphis
Budget Lodge of Memphis,,http://www.tripadvisor.com/Hotel_Review-g55197-d1221737-Reviews-Budget_Lodge_of_Memphis-Memphis_Tennessee.html,,,1533 E Brooks Rd,38116,Memphis
Super 8 Memphis Airport East,1.5,http://www.tripadvisor.com/Hotel_Review-g55197-d239352-Reviews-Super_8_Memphis_Airport_East-Memphis_Tennessee.html,,,4060 Lamar Avenue,38118,Memphis
Value Place Memphis,,http://www.tripadvisor.com/Hotel_Review-g55197-d656552-Reviews-Value_Place_Memphis-Memphis_Tennessee.html,,,5787 Shelby Oaks Drive,38134,Memphis
Extended Stay America - Memphis - Apple Tree,2,http://www.tripadvisor.com/Hotel_Review-g55197-d224184-Reviews-Extended_Stay_America_Memphis_Apple_Tree-Memphis_Tennessee.html,,,6085 Apple Tree Drive,38115-0308,Memphis
Colonial Inn & Suites,1.5,http://www.tripadvisor.com/Hotel_Review-g55197-d239353-Reviews-Colonial_Inn_Suites-Memphis_Tennessee.html,,,1952 East Shelby Drive,38116,Memphis
InTown Suites Memphis Southeast,,http://www.tripadvisor.com/Hotel_Review-g55197-d223768-Reviews-InTown_Suites_Memphis_Southeast-Memphis_Tennessee.html,,,3539 Ridgeway Road,38115,Memphis
Scottish Inns Memphis,2,http://www.tripadvisor.com/Hotel_Review-g55197-d286985-Reviews-Scottish_Inns_Memphis-Memphis_Tennessee.html,,,5248 South 3rd Street,38109,Memphis
Airways Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d122495-Reviews-Airways_Inn-Memphis_Tennessee.html,,,2375 Airways Blvd.,38114,Memphis
Extended Stay Deluxe - Memphis - Wolfchase Galleria,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d223104-Reviews-Extended_Stay_Deluxe_Memphis_Wolfchase_Galleria-Memphis_Tennessee.html,,,2520 Horizon Lake Drive,38133,Memphis
Airport Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d98037-Reviews-Airport_Inn-Memphis_Tennessee.html,,,1441 East Brooks Road,38116,Memphis
Deluxe Inn & Suites Memphis,,http://www.tripadvisor.com/Hotel_Review-g55197-d98028-Reviews-Deluxe_Inn_Suites_Memphis-Memphis_Tennessee.html,,,3456 Lamar Ave.,38118,Memphis
Suburban Lodges of America,,http://www.tripadvisor.com/Hotel_Review-g55197-d122551-Reviews-Suburban_Lodges_of_America-Memphis_Tennessee.html,,,17380 Highway 64,38103,Memphis
Star Motel,,http://www.tripadvisor.com/Hotel_Review-g55197-d3250815-Reviews-Star_Motel-Memphis_Tennessee.html,,,2181 Elvis Presley Boulevard,38106,Memphis
Shelby Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d98051-Reviews-Shelby_Inn-Memphis_Tennessee.html,,,1970 East Shelby Drive,38116,Memphis
Royal Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d122525-Reviews-Royal_Inn-Memphis_Tennessee.html,,,4030 Horn Lake Road,38109,Memphis
Rose Motel,,http://www.tripadvisor.com/Hotel_Review-g55197-d122554-Reviews-Rose_Motel-Memphis_Tennessee.html,,,4168 Thomas Street,38127,Memphis
Regency Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d122556-Reviews-Regency_Inn-Memphis_Tennessee.html,,,3230 South Third Street,38109,Memphis
Parkway Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d122510-Reviews-Parkway_Inn-Memphis_Tennessee.html,,,1188 North,38105,Memphis
Motel 61,,http://www.tripadvisor.com/Hotel_Review-g55197-d1638500-Reviews-Motel_61-Memphis_Tennessee.html,,,3268 S 3rd St,38109,Memphis
Lamar Motel,,http://www.tripadvisor.com/Hotel_Review-g55197-d122533-Reviews-Lamar_Motel-Memphis_Tennessee.html,,,2930 Shultz Ave.,38114,Memphis
Iris Motel,,http://www.tripadvisor.com/Hotel_Review-g55197-d122568-Reviews-Iris_Motel-Memphis_Tennessee.html,,,1950 North Bellevue Blvd.,38107,Memphis
Economy Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d122575-Reviews-Economy_Inn-Memphis_Tennessee.html,,,2344 Ketchum Road,38114,Memphis
American Inn Memphis,,http://www.tripadvisor.com/Hotel_Review-g55197-d122494-Reviews-American_Inn_Memphis-Memphis_Tennessee.html,,,3265 Elvis Presley Blvd.,38116,Memphis
Budget Host Inn & Suites,,http://www.tripadvisor.com/Hotel_Review-g55197-d98053-Reviews-Budget_Host_Inn_Suites-Memphis_Tennessee.html,,,2745 Airways Blvd,38132,Memphis
Governor's Inn & Suites,,http://www.tripadvisor.com/Hotel_Review-g55197-d122507-Reviews-Governor_s_Inn_Suites-Memphis_Tennessee.html,,,2490 Mount Moriah Road,38115,Memphis
Guest Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d105198-Reviews-Guest_Inn-Memphis_Tennessee.html,,,5225 Summer Ave.,38122,Memphis
Motel 6,,http://www.tripadvisor.com/Hotel_Review-g55197-d98018-Reviews-Motel_6-Memphis_Tennessee.html,,,2889 Austin Peay Highway,38128,Memphis
Real Value Inn,1.5,http://www.tripadvisor.com/Hotel_Review-g55197-d98069-Reviews-Real_Value_Inn-Memphis_Tennessee.html,,,3896 Lamar Avenue,38118,Memphis
Econo Lodge,1.5,http://www.tripadvisor.com/Hotel_Review-g55197-d293232-Reviews-Econo_Lodge-Memphis_Tennessee.html,,,1541 Sycamore View Road,38134,Memphis
Motel 6 Memphis Downtown,,http://www.tripadvisor.com/Hotel_Review-g55197-d98071-Reviews-Motel_6_Memphis_Downtown-Memphis_Tennessee.html,,,"210 South Pauline Street - I-240 at Union Avenue/Madison Avenue, Exit #30",38104,Memphis
Super 7 Inn Memphis Graceland,,http://www.tripadvisor.com/Hotel_Review-g55197-d243751-Reviews-Super_7_Inn_Memphis_Graceland-Memphis_Tennessee.html,,,1117 E Brooks Rd,38116,Memphis
Artisan Hotel Memphis,,http://www.tripadvisor.com/Hotel_Review-g55197-d98048-Reviews-Artisan_Hotel_Memphis-Memphis_Tennessee.html,,,1837 Union Ave,38103,Memphis
Motel 6 Memphis East,,http://www.tripadvisor.com/Hotel_Review-g55197-d122561-Reviews-Motel_6_Memphis_East-Memphis_Tennessee.html,,,1321 Sycamore View Rd,38134,Memphis
Knights Inn Airport,1,http://www.tripadvisor.com/Hotel_Review-g55197-d98023-Reviews-Knights_Inn_Airport-Memphis_Tennessee.html,,,2949 Airways Boulevard,38116,Memphis
Union Express,2,http://www.tripadvisor.com/Hotel_Review-g55197-d98056-Reviews-Union_Express-Memphis_Tennessee.html,,,42 South Camilla Street,38104-3102,Memphis
Extended Stay America - Memphis - Sycamore View,2,http://www.tripadvisor.com/Hotel_Review-g55197-d224185-Reviews-Extended_Stay_America_Memphis_Sycamore_View-Memphis_Tennessee.html,,,5885 Shelby Oaks Drive,38134-7316,Memphis
Quality Inn Memphis,2,http://www.tripadvisor.com/Hotel_Review-g55197-d98055-Reviews-Quality_Inn_Memphis-Memphis_Tennessee.html,,,6068 Macon Cove,38134-0000,Memphis
Americas Best Value Inn/Memphis Airport,,http://www.tripadvisor.com/Hotel_Review-g55197-d98075-Reviews-Americas_Best_Value_Inn_Memphis_Airport-Memphis_Tennessee.html,,,3875 American Way,38118,Memphis
Clarion Hotel,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d122504-Reviews-Clarion_Hotel-Memphis_Tennessee.html,,,6101 Shelby Oaks Drive,38134,Memphis
Homestead Studio Suites - Memphis - Airport,2,http://www.tripadvisor.com/Hotel_Review-g55197-d122567-Reviews-Homestead_Studio_Suites_Memphis_Airport-Memphis_Tennessee.html,,,2541 Corporate Avenue East,38132,Memphis
Super 8 Memphis / Downtown / Graceland Area,1.5,http://www.tripadvisor.com/Hotel_Review-g55197-d105222-Reviews-Super_8_Memphis_Downtown_Graceland_Area-Memphis_Tennessee.html,,,340 West Illinois St,38106,Memphis
Americas Best Value Inn Memphis,,http://www.tripadvisor.com/Hotel_Review-g55197-d98032-Reviews-Americas_Best_Value_Inn_Memphis-Memphis_Tennessee.html,,,1585 Sycamore View Road,38134,Memphis
Studio 6 Memphis,,http://www.tripadvisor.com/Hotel_Review-g55197-d98057-Reviews-Studio_6_Memphis-Memphis_Tennessee.html,,,4300 American Way,38118,Memphis
Memphis Airport Hotel and Conference Center,3,http://www.tripadvisor.com/Hotel_Review-g55197-d122543-Reviews-Memphis_Airport_Hotel_and_Conference_Center-Memphis_Tennessee.html,,,2240 Democrat Road,38132,Memphis
Value Place Memphis Getwell,,http://www.tripadvisor.com/Hotel_Review-g55197-d1146051-Reviews-Value_Place_Memphis_Getwell-Memphis_Tennessee.html,,,3913 Lamar Avenue,38118,Memphis
Travelers Inn Motel,,http://www.tripadvisor.com/Hotel_Review-g55197-d122502-Reviews-Travelers_Inn_Motel-Memphis_Tennessee.html,,,6790 Raleigh La Grange Road,38103,Memphis
Alberts Cabins,,http://www.tripadvisor.com/Hotel_Review-g55197-d122542-Reviews-Alberts_Cabins-Memphis_Tennessee.html,,,5296 US Highway 51 North,38127,Memphis
Extended Stay America - Memphis - Poplar Avenue,2,http://www.tripadvisor.com/Hotel_Review-g55197-d105186-Reviews-Extended_Stay_America_Memphis_Poplar_Avenue-Memphis_Tennessee.html,,,6325 Quail Hollow,38120,Memphis
Executive Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d98050-Reviews-Executive_Inn-Memphis_Tennessee.html,,,3222 Airways Blvd.,38116-3828,Memphis
Scottish Inn Memphis Airport,,http://www.tripadvisor.com/Hotel_Review-g55197-d275455-Reviews-Scottish_Inn_Memphis_Airport-Memphis_Tennessee.html,,,4000 US-78,38118,Memphis
Super 8 Memphis/East/Macon Cove,1.5,http://www.tripadvisor.com/Hotel_Review-g55197-d105156-Reviews-Super_8_Memphis_East_Macon_Cove-Memphis_Tennessee.html,,,6015 Macon Cove Road,38134,Memphis
Courtyard by Marriott Memphis Airport,3,http://www.tripadvisor.com/Hotel_Review-g55197-d98020-Reviews-Courtyard_by_Marriott_Memphis_Airport-Memphis_Tennessee.html,,,1780 Nonconnah Blvd,38132,Memphis
Relax Inn Memphis,,http://www.tripadvisor.com/Hotel_Review-g55197-d1804272-Reviews-Relax_Inn_Memphis-Memphis_Tennessee.html,,,5248 South Hwy. 61,38109,Memphis
Homestead Studio Suites - Memphis - Poplar Avenue,2,http://www.tripadvisor.com/Hotel_Review-g55197-d111860-Reviews-Homestead_Studio_Suites_Memphis_Poplar_Avenue-Memphis_Tennessee.html,,,6500 Poplar Ave.,38119,Memphis
Memphis Inn,,http://www.tripadvisor.com/Hotel_Review-g55197-d816268-Reviews-Memphis_Inn-Memphis_Tennessee.html,,,6050 Macon Cove,38134,Memphis
Sleep Inn - Memphis / American Way,2,http://www.tripadvisor.com/Hotel_Review-g55197-d105191-Reviews-Sleep_Inn_Memphis_American_Way-Memphis_Tennessee.html,,,5119 American Way,38115,Memphis
Red Roof Inn Memphis East,2,http://www.tripadvisor.com/Hotel_Review-g55197-d98073-Reviews-Red_Roof_Inn_Memphis_East-Memphis_Tennessee.html,,,6055 Shelby Oaks Drive,38134,Memphis
Econo Lodge Downtown Memphis,2,http://www.tripadvisor.com/Hotel_Review-g55197-d223773-Reviews-Econo_Lodge_Downtown_Memphis-Memphis_Tennessee.html,,,22 North Third Street,38103,Memphis
Holiday Inn Express American Way/Airport,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d248601-Reviews-Holiday_Inn_Express_American_Way_Airport-Memphis_Tennessee.html,,,4225 American Way,38118,Memphis
Comfort Inn Memphis,2,http://www.tripadvisor.com/Hotel_Review-g55197-d105272-Reviews-Comfort_Inn_Memphis-Memphis_Tennessee.html,,,1335 McRee Street,38134,Memphis
Sleep Inn - Memphis / Old Austin Peay Hwy,2,http://www.tripadvisor.com/Hotel_Review-g55197-d223770-Reviews-Sleep_Inn_Memphis_Old_Austin_Peay_Hwy-Memphis_Tennessee.html,,,2855 Old Austin Peay Hwy,38128-5604,Memphis
Fairfield Inn Memphis I-240 & Perkins,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d105241-Reviews-Fairfield_Inn_Memphis_I_240_Perkins-Memphis_Tennessee.html,,,4760 Showcase Blvd.,38118,Memphis
Scottish Inn And Suite Memphis,,http://www.tripadvisor.com/Hotel_Review-g55197-d576374-Reviews-Scottish_Inn_And_Suite_Memphis-Memphis_Tennessee.html,,,3524 Elvis Presley Boulevard,38116,Memphis
Vista Inn Motel Downtown Memphis,2,http://www.tripadvisor.com/Hotel_Review-g55197-d1485414-Reviews-Vista_Inn_Motel_Downtown_Memphis-Memphis_Tennessee.html,,,265 Union Ave,38103,Memphis
Budgetel Inn & Suites,2,http://www.tripadvisor.com/Hotel_Review-g55197-d122583-Reviews-Budgetel_Inn_Suites-Memphis_Tennessee.html,,,3005 Millbranch Road,38116,Memphis
Clarion Hotel Airport,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d98070-Reviews-Clarion_Hotel_Airport-Memphis_Tennessee.html,,,1471 East Brooks Road,38116,Memphis
Crowne Plaza Hotel Memphis,3.5,http://www.tripadvisor.com/Hotel_Review-g55197-d105188-Reviews-Crowne_Plaza_Hotel_Memphis-Memphis_Tennessee.html,,,300 North 2nd Street,38105,Memphis
Holiday Inn Select Memphis - Downtown (Beale Street),3,http://www.tripadvisor.com/Hotel_Review-g55197-d220079-Reviews-Holiday_Inn_Select_Memphis_Downtown_Beale_Street-Memphis_Tennessee.html,,,160 Union Ave,38103,Memphis
Courtyard by Marriott Memphis East/Park Avenue,3,http://www.tripadvisor.com/Hotel_Review-g55197-d98021-Reviews-Courtyard_by_Marriott_Memphis_East_Park_Avenue-Memphis_Tennessee.html,,,6015 Park Avenue,38119,Memphis
Memphis-I-240 at Thousand Oaks Hotel,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d105170-Reviews-Memphis_I_240_at_Thousand_Oaks_Hotel-Memphis_Tennessee.html,,,2700 Perkins Rd. South,38118,Memphis
DoubleTree by Hilton Memphis Downtown,3.5,http://www.tripadvisor.com/Hotel_Review-g55197-d98062-Reviews-DoubleTree_by_Hilton_Memphis_Downtown-Memphis_Tennessee.html,,,185 Union Avenue,38103,Memphis
Homewood Suites Memphis - Hacks Cross,3,http://www.tripadvisor.com/Hotel_Review-g55197-d258813-Reviews-Homewood_Suites_Memphis_Hacks_Cross-Memphis_Tennessee.html,,,3583 Hacks Cross Rd,38125,Memphis
BEST WESTERN PLUS Gen X Inn,2,http://www.tripadvisor.com/Hotel_Review-g55197-d614758-Reviews-BEST_WESTERN_PLUS_Gen_X_Inn-Memphis_Tennessee.html,,,1177 Madison Avenue,38104-2202,Memphis
Holiday Inn Express Memphis Southwind,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d268694-Reviews-Holiday_Inn_Express_Memphis_Southwind-Memphis_Tennessee.html,,,4068 Stansell Court,38125,Memphis
Memphis Marriott Downtown,3.5,http://www.tripadvisor.com/Hotel_Review-g55197-d98039-Reviews-Memphis_Marriott_Downtown-Memphis_Tennessee.html,,,250 N Main St,38103,Memphis
Fairfield Inn & Suites Memphis East,2.5,http://www.tripadvisor.com/Hotel_Review-g55197-d122581-Reviews-Fairfield_Inn_Suites_Memphis_East-Memphis_Tennessee.html,,,8489 Highway 64,38133,Memphis
